#bytes,#repetitions,t[usec],Mbytes/sec
4096,1000,6.39,641.39
8192,1000,6.86,1193.64
16384,1000,8.97,1825.67
32768,1000,14.43,2270.52
65536,640,30.06,2180.22
131072,320,43.88,2987.11
262144,160,61.48,4263.73
524288,80,97.46,5379.61
1048576,40,163.36,6418.76
2097152,20,320.99,6533.29
4194304,10,662.75,6328.65
8388608,5,1545.34,5428.31
16777216,2,3282.02,5111.86
33554432,1,6642.45,5051.52
67108864,1,13211.34,5079.64
134217728,1,26357.75,5092.15
268435456,1,52154.34,5146.94
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.89,0.00
1,1000,4.98,0.20
2,1000,4.99,0.40
4,1000,4.98,0.80
8,1000,4.98,1.61
16,1000,4.99,3.20
32,1000,4.99,6.41
64,1000,4.98,12.85
128,1000,5.04,25.42
256,1000,5.08,50.37
512,1000,5.11,100.10
1024,1000,5.77,177.41
2048,1000,5.54,369.57
4096,1000,6.41,639.09
8192,1000,6.90,1187.03
16384,1000,8.96,1828.48
32768,1000,15.12,2167.49
65536,640,30.04,2181.36
131072,320,44.41,2951.26
262144,160,62.57,4189.68
524288,80,98.93,5299.49
1048576,40,166.90,6282.49
2097152,20,323.85,6475.64
4194304,10,667.32,6285.26
8388608,5,1564.52,5361.78
16777216,2,3334.27,5031.75
33554432,1,6664.55,5034.76
67108864,1,13469.28,4982.37
134217728,1,26488.85,5066.95
268435456,1,52702.15,5093.44
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.90,0.00
1,1000,5.00,0.20
2,1000,4.97,0.40
4,1000,4.99,0.80
8,1000,4.99,1.60
16,1000,4.99,3.21
32,1000,4.99,6.41
64,1000,4.98,12.84
128,1000,5.04,25.38
256,1000,5.10,50.17
512,1000,5.14,99.65
1024,1000,5.75,178.13
2048,1000,5.56,368.61
4096,1000,6.43,636.83
8192,1000,6.90,1187.31
16384,1000,9.00,1821.07
32768,1000,15.08,2172.25
65536,640,29.82,2197.50
131072,320,43.91,2985.17
262144,160,61.86,4238.02
524288,80,97.79,5361.61
1048576,40,163.71,6405.22
2097152,20,321.66,6519.74
4194304,10,663.69,6319.67
8388608,5,1563.21,5366.29
16777216,2,3320.42,5052.75
33554432,1,6671.86,5029.24
67108864,1,13339.25,5030.93
134217728,1,26442.52,5075.83
268435456,1,52304.03,5132.21
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.90,0.00
1,1000,4.99,0.20
2,1000,4.98,0.40
4,1000,4.98,0.80
8,1000,4.99,1.60
16,1000,5.01,3.20
32,1000,4.98,6.42
64,1000,5.00,12.81
128,1000,5.07,25.26
256,1000,5.09,50.29
512,1000,5.13,99.72
1024,1000,5.75,178.19
2048,1000,5.53,370.59
4096,1000,6.35,645.21
8192,1000,6.87,1192.19
16384,1000,8.98,1824.75
32768,1000,14.41,2274.07
65536,640,29.97,2186.70
131072,320,43.87,2987.59
262144,160,61.74,4246.27
524288,80,97.35,5385.84
1048576,40,163.65,6407.49
2097152,20,319.98,6554.03
4194304,10,667.05,6287.85
8388608,5,1567.05,5353.14
16777216,2,3311.84,5065.83
33554432,1,6622.98,5066.36
67108864,1,13240.76,5068.35
134217728,1,26324.95,5098.50
268435456,1,52284.75,5134.11
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.95,0.00
1,1000,5.04,0.20
2,1000,5.03,0.40
4,1000,5.05,0.79
8,1000,5.04,1.59
16,1000,5.06,3.16
32,1000,5.05,6.34
64,1000,5.06,12.65
128,1000,5.14,24.92
256,1000,5.14,49.78
512,1000,5.21,98.26
1024,1000,5.75,178.00
2048,1000,5.60,365.76
4096,1000,6.44,636.03
8192,1000,6.96,1176.58
16384,1000,9.03,1814.62
32768,1000,14.54,2253.79
65536,640,31.27,2095.91
131072,320,44.24,2962.84
262144,160,61.74,4246.01
524288,80,98.13,5342.58
1048576,40,164.74,6364.84
2097152,20,320.86,6535.94
4194304,10,664.70,6310.09
8388608,5,1556.39,5389.80
16777216,2,3314.72,5061.43
33554432,1,6652.15,5044.15
67108864,1,13224.70,5074.51
134217728,1,26345.26,5094.57
268435456,1,52201.98,5142.25
