#bytes,#repetitions,t[usec],Mbytes/sec
134217728,1,63174.17,2124.57
268435456,1,126803.89,2116.93
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.62,0.00
1,1000,15.62,0.06
2,1000,15.62,0.13
4,1000,15.61,0.26
8,1000,15.63,0.51
16,1000,15.67,1.02
32,1000,15.66,2.04
64,1000,15.74,4.07
128,1000,16.27,7.87
256,1000,16.28,15.72
512,1000,16.46,31.10
1024,1000,16.91,60.55
2048,1000,38.71,52.90
4096,1000,39.19,104.51
8192,1000,39.98,204.89
16384,1000,41.86,391.44
32768,1000,48.87,670.45
65536,640,80.31,816.04
131072,320,133.84,979.30
262144,160,205.19,1277.55
524288,80,312.63,1677.00
1048576,40,513.87,2040.55
2097152,20,912.34,2298.64
4194304,10,1856.23,2259.58
8388608,5,3787.25,2214.96
16777216,2,7547.14,2222.99
33554432,1,15025.91,2233.11
67108864,1,29616.25,2265.95
134217728,1,59186.01,2267.73
268435456,1,115159.65,2330.99
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.83,0.00
1,1000,15.89,0.06
2,1000,15.87,0.13
4,1000,15.86,0.25
8,1000,15.93,0.50
16,1000,15.96,1.00
32,1000,15.90,2.01
64,1000,16.42,3.90
128,1000,16.79,7.63
256,1000,16.62,15.40
512,1000,16.66,30.74
1024,1000,17.07,60.00
2048,1000,39.00,52.51
4096,1000,39.24,104.38
8192,1000,40.29,203.32
16384,1000,42.04,389.76
32768,1000,49.18,666.27
65536,640,81.21,806.97
131072,320,138.84,944.02
262144,160,205.90,1273.17
524288,80,333.60,1571.60
1048576,40,542.64,1932.35
2097152,20,984.68,2129.77
4194304,10,2168.22,1934.45
8388608,5,4165.42,2013.87
16777216,2,8271.68,2028.27
33554432,1,16333.39,2054.35
67108864,1,32295.48,2077.96
134217728,1,63485.29,2114.15
268435456,1,125435.42,2140.03
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.19,0.00
1,1000,15.27,0.07
2,1000,15.22,0.13
4,1000,15.27,0.26
8,1000,15.26,0.52
16,1000,15.34,1.04
32,1000,15.32,2.09
64,1000,15.38,4.16
128,1000,15.86,8.07
256,1000,15.82,16.18
512,1000,16.06,31.88
1024,1000,16.42,62.37
2048,1000,38.13,53.71
4096,1000,38.43,106.59
8192,1000,39.25,208.70
16384,1000,41.55,394.34
32768,1000,46.68,701.92
65536,640,80.77,811.41
131072,320,134.77,972.59
262144,160,203.94,1285.38
524288,80,317.79,1649.77
1048576,40,527.93,1986.21
2097152,20,982.25,2135.05
4194304,10,1961.37,2138.46
8388608,5,3941.08,2128.51
16777216,2,7957.52,2108.35
33554432,1,15761.43,2128.90
67108864,1,31274.56,2145.80
134217728,1,60564.62,2216.11
268435456,1,114092.30,2352.79
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.50,0.00
1,1000,15.60,0.06
2,1000,15.55,0.13
4,1000,15.60,0.26
8,1000,15.59,0.51
16,1000,15.57,1.03
32,1000,15.57,2.06
64,1000,15.66,4.09
128,1000,16.08,7.96
256,1000,16.09,15.91
512,1000,16.47,31.10
1024,1000,16.90,60.59
2048,1000,38.47,53.24
4096,1000,38.95,105.17
8192,1000,39.77,205.96
16384,1000,41.51,394.71
32768,1000,48.90,670.10
65536,640,81.89,800.26
131072,320,133.03,985.31
262144,160,201.07,1303.74
524288,80,319.56,1640.66
1048576,40,522.32,2007.53
2097152,20,948.22,2211.67
4194304,10,1959.71,2140.27
8388608,5,3989.96,2102.43
16777216,2,8161.40,2055.68
33554432,1,15917.55,2108.02
67108864,1,31597.83,2123.84
134217728,1,62854.19,2135.38
268435456,1,125286.99,2142.56
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.94,0.00
1,1000,16.04,0.06
2,1000,15.91,0.13
4,1000,15.94,0.25
8,1000,15.94,0.50
16,1000,16.05,1.00
32,1000,16.00,2.00
64,1000,16.05,3.99
128,1000,16.72,7.65
256,1000,16.60,15.42
512,1000,17.01,30.11
1024,1000,17.47,58.61
2048,1000,39.24,52.19
4096,1000,39.67,103.25
8192,1000,40.48,202.38
16384,1000,42.60,384.58
32768,1000,49.50,661.99
65536,640,80.52,813.94
131072,320,139.77,937.75
262144,160,207.66,1262.34
524288,80,326.81,1604.24
1048576,40,542.42,1933.13
2097152,20,1006.12,2084.39
4194304,10,2076.89,2019.52
8388608,5,4200.92,1996.85
16777216,2,8167.95,2054.03
33554432,1,16292.38,2059.52
67108864,1,30873.06,2173.70
134217728,1,59547.01,2253.98
268435456,1,122069.82,2199.03
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.00,0.00
1,1000,15.14,0.07
2,1000,15.17,0.13
4,1000,15.16,0.26
8,1000,15.18,0.53
16,1000,15.17,1.05
32,1000,15.23,2.10
64,1000,15.30,4.18
128,1000,15.59,8.21
256,1000,15.71,16.30
512,1000,15.98,32.03
1024,1000,16.40,62.45
2048,1000,38.20,53.61
4096,1000,38.33,106.88
8192,1000,39.82,205.75
16384,1000,41.29,396.83
32768,1000,46.31,707.65
65536,640,80.75,811.58
131072,320,126.64,1034.96
262144,160,197.45,1327.66
524288,80,303.01,1730.25
1048576,40,511.97,2048.12
2097152,20,914.89,2292.25
4194304,10,1883.47,2226.91
8388608,5,3812.13,2200.50
16777216,2,7658.27,2190.73
33554432,1,15532.40,2160.29
67108864,1,29628.78,2264.99
134217728,1,59274.56,2264.34
268435456,1,116459.15,2304.98
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.70,0.00
1,1000,15.67,0.06
2,1000,15.69,0.13
4,1000,15.71,0.25
8,1000,15.68,0.51
16,1000,15.72,1.02
32,1000,15.72,2.03
64,1000,15.81,4.05
128,1000,16.45,7.78
256,1000,16.32,15.69
512,1000,16.49,31.04
1024,1000,16.97,60.34
2048,1000,38.88,52.67
4096,1000,39.17,104.58
8192,1000,40.10,204.27
16384,1000,41.93,390.79
32768,1000,49.04,668.25
65536,640,80.81,811.00
131072,320,140.76,931.20
262144,160,209.54,1251.02
524288,80,328.45,1596.23
1048576,40,548.54,1911.58
2097152,20,974.95,2151.03
4194304,10,1976.81,2121.75
8388608,5,3876.93,2163.72
16777216,2,7635.81,2197.18
33554432,1,14453.71,2321.51
67108864,1,29265.93,2293.07
134217728,1,57967.67,2315.39
268435456,1,115852.65,2317.04
