#bytes,#repetitions,t[usec],Mbytes/sec
2097152,20,633.83,3308.69
4194304,10,1244.70,3369.73
8388608,5,2465.84,3401.93
16777216,2,5073.67,3306.72
33554432,1,10432.23,3216.42
67108864,1,20366.24,3295.10
134217728,1,40729.94,3295.31
268435456,1,82279.45,3262.48
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.60,0.00
1,1000,7.65,0.13
2,1000,7.64,0.26
4,1000,7.70,0.52
8,1000,7.67,1.04
16,1000,7.68,2.08
32,1000,7.69,4.16
64,1000,7.70,8.31
128,1000,8.00,16.00
256,1000,8.03,31.90
512,1000,8.03,63.74
1024,1000,9.10,112.52
2048,1000,8.68,236.04
4096,1000,10.37,394.95
8192,1000,11.45,715.50
16384,1000,15.64,1047.25
32768,1000,26.34,1244.17
65536,640,58.67,1116.97
131072,320,83.32,1573.14
262144,160,125.15,2094.64
524288,80,195.22,2685.69
1048576,40,333.30,3146.04
2097152,20,634.87,3303.26
4194304,10,1236.23,3392.83
8388608,5,2459.93,3410.09
16777216,2,5040.99,3328.16
33554432,1,10334.65,3246.79
67108864,1,20357.31,3296.55
134217728,1,40224.94,3336.68
268435456,1,82012.15,3273.12
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.99,0.00
1,1000,8.09,0.12
2,1000,8.03,0.25
4,1000,8.04,0.50
8,1000,8.06,0.99
16,1000,8.08,1.98
32,1000,8.07,3.97
64,1000,8.09,7.91
128,1000,8.53,15.00
256,1000,8.59,29.79
512,1000,8.60,59.50
1024,1000,9.33,109.75
2048,1000,9.13,224.24
4096,1000,10.57,387.61
8192,1000,11.77,696.09
16384,1000,15.87,1032.39
32768,1000,26.34,1243.85
65536,640,57.38,1142.14
131072,320,83.54,1569.00
262144,160,124.40,2107.33
524288,80,194.74,2692.26
1048576,40,333.34,3145.69
2097152,20,633.65,3309.66
4194304,10,1242.71,3375.12
8388608,5,2465.19,3402.82
16777216,2,5074.84,3305.96
33554432,1,10350.08,3241.95
67108864,1,20398.10,3289.96
134217728,1,41167.24,3260.30
268435456,1,81650.87,3287.60
