#bytes,#repetitions,t[usec],Mbytes/sec
33554432,1,12236.29,2742.21
67108864,1,23836.78,2815.35
134217728,1,47404.59,2831.32
268435456,1,93442.67,2872.73
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,9.38,0.00
1,1000,9.19,0.11
2,1000,9.16,0.22
4,1000,9.19,0.44
8,1000,9.30,0.86
16,1000,9.27,1.73
32,1000,9.20,3.48
64,1000,9.23,6.94
128,1000,9.38,13.64
256,1000,9.56,26.78
512,1000,9.81,52.20
1024,1000,10.16,100.82
2048,1000,17.95,114.10
4096,1000,22.59,181.33
8192,1000,27.91,293.47
16384,1000,35.51,461.35
32768,1000,50.24,652.25
65536,640,97.49,672.27
131072,320,122.74,1067.86
262144,160,193.33,1355.93
524288,80,333.64,1571.43
1048576,40,396.55,2644.22
2097152,20,702.67,2984.56
4194304,10,1379.45,3040.56
8388608,5,2989.88,2805.67
16777216,2,5971.39,2809.60
33554432,1,12301.95,2727.57
67108864,1,24092.48,2785.47
134217728,1,47569.57,2821.50
268435456,1,93381.15,2874.62
