#bytes,#repetitions,t[usec],Mbytes/sec
131072,320,110.90,1181.89
262144,160,138.94,1886.78
524288,80,204.85,2559.32
1048576,40,301.00,3483.61
2097152,20,559.81,3746.17
4194304,10,1179.96,3554.63
8388608,5,2572.80,3260.49
16777216,2,5339.65,3142.00
33554432,1,10749.15,3121.59
67108864,1,21247.48,3158.44
134217728,1,42050.88,3191.79
268435456,1,81992.42,3273.91
