#bytes,#repetitions,t[usec],Mbytes/sec
268435456,1,47482.63,5653.34
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.42
2,1000,0.41,4.86
4,1000,0.41,9.70
8,1000,0.41,19.45
16,1000,0.41,39.12
32,1000,0.57,56.61
64,1000,0.57,111.88
128,1000,0.92,139.60
256,1000,0.95,270.17
512,1000,1.16,442.33
1024,1000,1.30,788.65
2048,1000,2.10,977.28
4096,1000,2.99,1368.35
8192,1000,4.83,1697.28
16384,1000,7.49,2187.97
32768,1000,13.02,2516.26
65536,640,24.72,2651.24
131072,320,45.86,2857.88
262144,160,13.20,19853.55
524288,80,22.98,22814.34
1048576,40,52.73,19885.93
2097152,20,141.87,14782.52
4194304,10,297.09,14118.02
8388608,5,616.14,13614.73
16777216,2,1906.67,8799.23
33554432,1,5498.51,6102.45
67108864,1,11872.44,5652.49
134217728,1,23769.20,5646.71
268435456,1,47458.50,5656.21
