#bytes,#repetitions,t[usec],Mbytes/sec
131072,320,18.42,7117.32
262144,160,32.03,8183.54
524288,80,54.27,9660.98
1048576,40,97.00,10809.66
2097152,20,185.70,11293.48
4194304,10,352.27,11906.49
8388608,5,693.19,12101.45
16777216,2,1380.28,12154.91
33554432,1,2764.78,12136.40
67108864,1,5510.06,12179.33
134217728,1,11007.91,12192.85
268435456,1,22064.89,12165.73
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,1.64,0.61
2,1000,1.01,1.99
4,1000,1.01,3.96
8,1000,0.99,8.09
16,1000,0.99,16.10
32,1000,1.02,31.51
64,1000,1.15,55.83
128,1000,1.20,106.80
256,1000,1.43,179.13
512,1000,1.50,341.99
1024,1000,1.65,620.20
2048,1000,2.32,881.75
4096,1000,3.19,1282.48
8192,1000,4.47,1831.72
16384,1000,6.25,2622.14
32768,1000,8.40,3899.75
65536,640,12.23,5357.79
131072,320,18.40,7121.70
262144,160,31.94,8207.71
524288,80,54.13,9686.03
1048576,40,97.09,10800.43
2097152,20,182.16,11512.66
4194304,10,352.72,11891.16
8388608,5,691.70,12127.58
16777216,2,1380.14,12156.13
33554432,1,2754.27,12182.70
67108864,1,5522.67,12151.52
134217728,1,11018.83,12180.77
268435456,1,22075.28,12160.00
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.01
4,1000,0.99,4.03
8,1000,0.99,8.07
16,1000,0.99,16.14
32,1000,1.02,31.43
64,1000,1.14,55.94
128,1000,1.19,107.40
256,1000,1.42,180.38
512,1000,1.50,341.87
1024,1000,1.65,620.38
2048,1000,2.33,880.53
4096,1000,3.20,1278.43
8192,1000,4.46,1837.22
16384,1000,6.25,2620.82
32768,1000,8.43,3885.62
65536,640,12.25,5350.48
131072,320,18.40,7123.22
262144,160,32.00,8190.96
524288,80,57.21,9164.00
1048576,40,98.54,10641.16
2097152,20,182.08,11517.65
4194304,10,353.09,11878.82
8388608,5,693.11,12102.91
16777216,2,1380.08,12156.72
33554432,1,2758.76,12162.86
67108864,1,5517.93,12161.96
134217728,1,11004.30,12196.85
268435456,1,22066.57,12164.80
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.00,4.02
8,1000,0.99,8.06
16,1000,0.99,16.08
32,1000,1.02,31.52
64,1000,1.14,55.91
128,1000,1.20,106.66
256,1000,1.44,178.07
512,1000,1.49,343.11
1024,1000,1.65,619.99
2048,1000,2.33,879.46
4096,1000,3.19,1285.69
8192,1000,4.46,1835.59
16384,1000,6.25,2620.24
32768,1000,8.42,3890.16
65536,640,12.27,5342.18
131072,320,18.43,7112.59
262144,160,32.02,8186.29
524288,80,54.30,9655.93
1048576,40,97.01,10808.63
2097152,20,186.01,11274.29
4194304,10,352.42,11901.50
8388608,5,692.85,12107.42
16777216,2,1378.52,12170.47
33554432,1,2764.11,12139.31
67108864,1,5520.41,12156.51
134217728,1,11009.04,12191.60
268435456,1,22069.98,12162.92
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.06
16,1000,0.99,16.09
32,1000,1.02,31.48
64,1000,1.15,55.88
128,1000,1.20,106.58
256,1000,1.43,178.77
512,1000,1.50,341.07
1024,1000,1.66,618.53
2048,1000,2.32,881.26
4096,1000,3.19,1283.58
8192,1000,4.46,1835.22
16384,1000,6.25,2622.42
32768,1000,8.41,3897.06
65536,640,12.24,5353.15
131072,320,18.38,7130.83
262144,160,32.03,8184.07
524288,80,54.17,9679.35
1048576,40,96.91,10819.72
2097152,20,182.18,11511.32
4194304,10,352.74,11890.71
8388608,5,691.84,12125.08
16777216,2,1380.77,12150.66
33554432,1,2758.71,12163.07
67108864,1,5512.06,12174.91
134217728,1,11006.02,12194.94
268435456,1,22069.08,12163.42
